id_protein,protein_name,protein_multidata_id
903,NPSR1_HUMAN,903
904,NPBWR1_HUMAN,904
905,NPBWR2_HUMAN,905
906,NGFR_HUMAN,906
907,NTRK3_HUMAN,907
908,NTSR1_HUMAN,908
909,NTSR2_HUMAN,909
910,NPR3_HUMAN,910
911,AVPR2_HUMAN,911
912,AVPR1B_HUMAN,912
913,OXTR_HUMAN,913
914,AVPR1A_HUMAN,914
915,MCHR1_HUMAN,915
916,MCHR2_HUMAN,916
917,OPRL1_HUMAN,917
918,PLD2_HUMAN,918
919,NPR1_HUMAN,919
920,PROKR1_HUMAN,920
921,PROKR2_HUMAN,921
922,TYRO3_HUMAN,922
923,AXL_HUMAN,923
924,MERTK_HUMAN,924
925,GPR37_HUMAN,925
926,GPR37L1_HUMAN,926
927,PTH2R_HUMAN,927
928,PTH1R_HUMAN,928
929,PRLHR_HUMAN,929
930,NPY1R_HUMAN,930
931,NPY5R_HUMAN,931
932,NPY4R_HUMAN,932
933,NPY2R_HUMAN,933
934,NPFFR1_HUMAN,934
935,NPFFR2_HUMAN,935
936,MAS1_HUMAN,936
937,AGTR1_HUMAN,937
938,AGTR2_HUMAN,938
939,TACR2_HUMAN,939
940,TACR3_HUMAN,940
941,TACR1_HUMAN,941
942,TNFRSF25_HUMAN,942
943,TRHR_HUMAN,943
944,ERBB4_HUMAN,944
945,ERBB3_HUMAN,945
946,CRHR2_HUMAN,946
947,CRHR1_HUMAN,947
948,MC2R_HUMAN,948
949,OPRD1_HUMAN,949
950,OPRM1_HUMAN,950
951,OPRK1_HUMAN,951
952,MRGPRX1_HUMAN,952
953,MC1R_HUMAN,953
954,MC4R_HUMAN,954
955,MC5R_HUMAN,955
956,MC3R_HUMAN,956
957,UTS2R_HUMAN,957
958,SCTR_HUMAN,958
959,ADCYAP1R1_HUMAN,959
960,VIPR2_HUMAN,960
961,VIPR1_HUMAN,961
962,FZD6_HUMAN,962
963,LRP1_HUMAN,963
964,MTNR1A_HUMAN,964
965,MTNR1B_HUMAN,965
966,SDC4_HUMAN,966
967,ADIPOR1_HUMAN,967
968,ADIPOR2_HUMAN,968
969,CALCRL_HUMAN,969
970,RAMP1_HUMAN,970
971,RAMP2_HUMAN,971
972,MUSK_HUMAN,972
973,LRP2_HUMAN,973
974,TIE1_HUMAN,974
975,LDLR_HUMAN,975
976,LRP5_HUMAN,976
977,LRP8_HUMAN,977
978,SORL1_HUMAN,978
979,VLDLR_HUMAN,979
980,GFRA3_HUMAN,980
981,ATRN_HUMAN,981
982,MGRN1_HUMAN,982
983,NTRK2_HUMAN,983
984,ACVRL1_HUMAN,984
985,ITGAX_HUMAN,985
986,SCARF1_HUMAN,986
987,ACKR2_HUMAN,987
988,ITGAE_HUMAN,988
989,GPC1_HUMAN,989
990,DDR1_HUMAN,990
991,DDR2_HUMAN,991
992,SDC3_HUMAN,992
993,LRP6_HUMAN,993
994,HHIP_HUMAN,994
995,PTCH2_HUMAN,995
996,KREMEN1_HUMAN,996
997,KREMEN2_HUMAN,997
998,NOTCH1_HUMAN,998
999,NOTCH2_HUMAN,999
1000,NOTCH3_HUMAN,1000
1001,NOTCH4_HUMAN,1001
1002,CD151_HUMAN,1002
1003,RPSA_HUMAN,1003
1004,EPHA1_HUMAN,1004
1005,EPHA2_HUMAN,1005
1006,EPHA3_HUMAN,1006
1007,EPHA4_HUMAN,1007
1008,EPHA5_HUMAN,1008
1009,EPHA6_HUMAN,1009
1010,EPHA7_HUMAN,1010
1011,EPHA8_HUMAN,1011
1012,EPHB1_HUMAN,1012
1013,EPHB2_HUMAN,1013
1014,EPHB3_HUMAN,1014
1015,EPHB4_HUMAN,1015
1016,EPHB6_HUMAN,1016
1017,F2RL1_HUMAN,1017
1018,F2RL2_HUMAN,1018
1019,F2RL3_HUMAN,1019
1020,F3_HUMAN,1020
1021,FGFR1_HUMAN,1021
1022,FGFR2_HUMAN,1022
1023,FGFR3_HUMAN,1023
1024,FGFR4_HUMAN,1024
1025,SDC2_HUMAN,1025
1026,GRM4_HUMAN,1026
1027,ROR2_HUMAN,1027
1028,GFRA1_HUMAN,1028
1029,GFRA2_HUMAN,1029
1030,GHRHR_HUMAN,1030
1031,GPR39_HUMAN,1031
1032,AMFR_HUMAN,1032
1033,TRAF2_HUMAN,1033
1034,GUCY2C_HUMAN,1034
1035,IGF2R_HUMAN,1035
1036,HMMR_HUMAN,1036
1037,HRH1_HUMAN,1037
1038,HRH2_HUMAN,1038
1039,HRH3_HUMAN,1039
1040,KIR3DL2_HUMAN,1040
1041,KIR3DL1_HUMAN,1041
1042,KIR2DL1_HUMAN,1042
1043,KIR2DL3_HUMAN,1043
1044,KIR2DS4_HUMAN,1044
1045,KLRC1_HUMAN,1045
1046,KLRC2_HUMAN,1046
1047,KLRD1_HUMAN,1047
1048,KIR2DL4_HUMAN,1048
1049,LILRB1_HUMAN,1049
1050,PTPRS_HUMAN,1050
1051,PTCH1_HUMAN,1051
1052,IL13RA2_HUMAN,1052
1053,IL1RAPL1_HUMAN,1053
1054,IL20RB_HUMAN,1054
1055,IL31RA_HUMAN,1055
1056,TGFBR3_HUMAN,1056
1057,BAMBI_HUMAN,1057
1058,GPR135_HUMAN,1058
1059,LPAR1_HUMAN,1059
1060,LPAR2_HUMAN,1060
1061,LPAR4_HUMAN,1061
1062,LRP11_HUMAN,1062
1063,ALK_HUMAN,1063
1064,PTPRB_HUMAN,1064
1065,PTPRZ1_HUMAN,1065
1066,ROBO3_HUMAN,1066
1067,NTRK1_HUMAN,1067
1068,SORT1_HUMAN,1068
1069,NRXN2_HUMAN,1069
1070,ACVR1C_HUMAN,1070
1071,ERBB2_HUMAN,1071
1072,DCC_HUMAN,1072
1073,UNC5C_HUMAN,1073
1074,CDON_HUMAN,1074
1075,NEO1_HUMAN,1075
1076,UNC5A_HUMAN,1076
1077,ERAP1_HUMAN,1077
1078,LINGO1_HUMAN,1078
1079,OGFR_HUMAN,1079
1080,PROCR_HUMAN,1080
1081,THBD_HUMAN,1081
1082,NRP1_HUMAN,1082
1083,PLAUR_HUMAN,1083
1084,NCSTN_HUMAN,1084
1085,GFRA4_HUMAN,1085
1086,JMJD6_HUMAN,1086
1087,SCARB1_HUMAN,1087
1088,PTGDR2_HUMAN,1088
1089,P2RY14_HUMAN,1089
1090,ATP6AP2_HUMAN,1090
1091,RTN4R_HUMAN,1091
1092,TNFRSF19_HUMAN,1092
1093,PLXNA1_HUMAN,1093
1094,PLXNA2_HUMAN,1094
1095,PLXNA4_HUMAN,1095
1096,NRP2_HUMAN,1096
1097,PLXND1_HUMAN,1097
1098,PLXNA3_HUMAN,1098
1099,PLXNB1_HUMAN,1099
1100,PLXNC1_HUMAN,1100
1101,BOC_HUMAN,1101
1102,SMO_HUMAN,1102
1103,ROBO4_HUMAN,1103
1104,TFRC_HUMAN,1104
1105,TNFRSF21_HUMAN,1105
1106,HTR1A_HUMAN,1106
1107,HTR1B_HUMAN,1107
1108,HTR1D_HUMAN,1108
1109,HTR1E_HUMAN,1109
1110,HTR1F_HUMAN,1110
1111,HTR2A_HUMAN,1111
1112,HTR2B_HUMAN,1112
1113,HTR2C_HUMAN,1113
1114,HTR4_HUMAN,1114
1115,HTR5A_HUMAN,1115
1116,HTR6_HUMAN,1116
1117,HTR7_HUMAN,1117
1118,KLRK1_HUMAN,1118
1119,ITGAD_HUMAN,1119
1120,FZD7_HUMAN,1120
1121,FZD3_HUMAN,1121
1122,FZD8_HUMAN,1122
1123,FZD9_HUMAN,1123
1124,RYK_HUMAN,1124
1125,FZD2_HUMAN,1125
1126,FZD5_HUMAN,1126
1127,FZD1_HUMAN,1127
1128,FZD10_HUMAN,1128
1129,SPHK1_HUMAN,1129
1130,SFRP1_HUMAN,1130
1131,TLR9_HUMAN,1131
1132,P2RX4_HUMAN,1132
1133,RACK1_HUMAN,1133
1134,DLG4_HUMAN,1134
1135,GPC4_HUMAN,1135
1136,ADRB2_HUMAN,1136
1137,PIGR_HUMAN,1137
1138,ACKR1_HUMAN,1138
1139,ESR1_HUMAN,1139
1140,LYVE1_HUMAN,1140
1141,LSR_HUMAN,1141
1142,EXTL3_HUMAN,1142
1143,GPC6_HUMAN,1143
1144,GLRA2_HUMAN,1144
1145,RHO_HUMAN,1145
1146,ROR1_HUMAN,1146
1147,TLR4_HUMAN,1147
1148,TLR2_HUMAN,1148
1149,TLR1_HUMAN,1149
1150,TRPV1_HUMAN,1150
1151,PTK7_HUMAN,1151
1152,DLG1_HUMAN,1152
1153,VDR_HUMAN,1153
1154,ANXA6_HUMAN,1154
1155,ITPR3_HUMAN,1155
1156,GRM1_HUMAN,1156
1157,ITPR1_HUMAN,1157
1158,CD74_HUMAN,1158
1159,IL1RL1_HUMAN,1159
1160,INPP5K_HUMAN,1160
1161,ABCA1_HUMAN,1161
1162,CHRNA1_HUMAN,1162
1163,IL27RA_HUMAN,1163
1164,GRIN2C_HUMAN,1164
1165,AR_HUMAN,1165
1166,ESR2_HUMAN,1166
1167,EBP_HUMAN,1167
1168,AGER_HUMAN,1168
1169,AGTRAP_HUMAN,1169
1170,HLA-DQB1_HUMAN,1170
1171,HLA-DQA2_HUMAN,1171
1172,TREM1_HUMAN,1172
1173,MCC_HUMAN,1173
1174,ENG_HUMAN,1174
1175,RGMB_HUMAN,1175
1176,HFE2_HUMAN,1176
1177,ATP5B_HUMAN,1177
1178,IL1RL2_HUMAN,1178
1179,KCNJ15_HUMAN,1179
1180,FGFRL1_HUMAN,1180
1181,SORCS3_HUMAN,1181
1182,IGSF1_HUMAN,1182
1183,SORCS2_HUMAN,1183
1184,ADRA1A_HUMAN,1184
1185,MARCO_HUMAN,1185
1186,ASGR1_HUMAN,1186
1187,SLC40A1_HUMAN,1187
1188,GPR151_HUMAN,1188
1189,SIGLEC8_HUMAN,1189
1190,GRM6_HUMAN,1190
1191,GABBR2_HUMAN,1191
1192,S1PR2_HUMAN,1192
1193,S1PR4_HUMAN,1193
1194,CHRM2_HUMAN,1194
1195,CHRM4_HUMAN,1195
1196,ADRA2A_HUMAN,1196
1197,ADORA3_HUMAN,1197
1198,DRD2_HUMAN,1198
1199,ADRA2B_HUMAN,1199
1200,ADRA2C_HUMAN,1200
1201,S1PR1_HUMAN,1201
1202,CNR1_HUMAN,1202
1203,DRD4_HUMAN,1203
1204,ADORA1_HUMAN,1204
1205,CNR2_HUMAN,1205
1206,DRD3_HUMAN,1206
1207,CASR_HUMAN,1207
1208,PTGER3_HUMAN,1208
1209,HCAR3_HUMAN,1209
1210,P2RY4_HUMAN,1210
1211,TAS2R38_HUMAN,1211
1212,TAS2R39_HUMAN,1212
1213,TAS2R40_HUMAN,1213
1214,TAS2R41_HUMAN,1214
1215,TAS2R31_HUMAN,1215
1216,TAS2R46_HUMAN,1216
1217,TAS2R60_HUMAN,1217
1218,GPR17_HUMAN,1218
1219,GPR18_HUMAN,1219
1220,GRM2_HUMAN,1220
1221,GRM7_HUMAN,1221
1222,GRM3_HUMAN,1222
1223,HCAR2_HUMAN,1223
1224,OXGR1_HUMAN,1224
1225,S1PR3_HUMAN,1225
1226,GPER1_HUMAN,1226
1227,P2RY13_HUMAN,1227
1228,SUCNR1_HUMAN,1228
1229,HCAR1_HUMAN,1229
1230,LPAR5_HUMAN,1230
1231,S1PR5_HUMAN,1231
1232,P2RY12_HUMAN,1232
1233,TAS2R16_HUMAN,1233
1234,TAS2R14_HUMAN,1234
1235,TAS2R13_HUMAN,1235
1236,TAS2R10_HUMAN,1236
1237,TAS2R7_HUMAN,1237
1238,TAS2R4_HUMAN,1238
1239,TAS2R3_HUMAN,1239
1240,TAS2R1_HUMAN,1240
1241,GABBR1_HUMAN,1241
1242,LPAR3_HUMAN,1242
1243,GPR55_HUMAN,1243
1244,FFAR2_HUMAN,1244
1245,CHRM5_HUMAN,1245
1246,CHRM1_HUMAN,1246
1247,CHRM3_HUMAN,1247
1248,TBXA2R_HUMAN,1248
1249,ADRA1D_HUMAN,1249
1250,PTAFR_HUMAN,1250
1251,PTGER1_HUMAN,1251
1252,ADRA1B_HUMAN,1252
1253,P2RY2_HUMAN,1253
1254,GRM5_HUMAN,1254
1255,PTGFR_HUMAN,1255
1256,LPAR6_HUMAN,1256
1257,GPR4_HUMAN,1257
1258,P2RY1_HUMAN,1258
1259,P2RY6_HUMAN,1259
1260,LTB4R_HUMAN,1260
1261,GPR68_HUMAN,1261
1262,GPRC6A_HUMAN,1262
1263,GPR65_HUMAN,1263
1264,LTB4R2_HUMAN,1264
1265,CYSLTR2_HUMAN,1265
1266,OPN4_HUMAN,1266
1267,GPR132_HUMAN,1267
1268,CYSLTR1_HUMAN,1268
1269,ADGRL3_HUMAN,1269
1270,CD163_HUMAN,1270
1271,HLA-DQA1_HUMAN,1271
1272,SCARB2_HUMAN,1272
1273,ANTXR1_HUMAN,1273
1274,ANPEP_HUMAN,1274
1275,CD3D_HUMAN,1275
1276,CD3G_HUMAN,1276
1277,CFTR_HUMAN,1277
1278,M6PR_HUMAN,1278
1279,DAB2_HUMAN,1279
1280,FOLR1_HUMAN,1280
1281,GRIA1_HUMAN,1281
1282,CORIN_HUMAN,1282
1283,ADRB1_HUMAN,1283
1284,ADRB3_HUMAN,1284
1285,DRD1_HUMAN,1285
1286,DRD5_HUMAN,1286
1287,ADORA2A_HUMAN,1287
1288,ADORA2B_HUMAN,1288
1289,PTGER4_HUMAN,1289
1290,PTGER2_HUMAN,1290
1291,PTGIR_HUMAN,1291
1292,GPR15_HUMAN,1292
1293,PTGDR_HUMAN,1293
1294,GPR176_HUMAN,1294
1295,GPR150_HUMAN,1295
1296,GPBAR1_HUMAN,1296
1297,TAAR1_HUMAN,1297
1298,GPR20_HUMAN,1298
1299,GPR84_HUMAN,1299
1300,GPR27_HUMAN,1300
1301,GPR83_HUMAN,1301
1302,GPR45_HUMAN,1302
1303,GNAT2_HUMAN,1303
1304,HLA-DQB2_HUMAN,1304
1305,TRAM1_HUMAN,1305
1306,RASA3_HUMAN,1306
1307,PTPN6_HUMAN,1307
1308,KRT1_HUMAN,1308
1309,MSR1_HUMAN,1309
1310,ABCA7_HUMAN,1310
1311,STRA6_HUMAN,1311
1312,RARG_HUMAN,1312
1313,FRZB_HUMAN,1313
1314,FKBP1B_HUMAN,1314
1315,LY96_HUMAN,1315
1316,SELENOS_HUMAN,1316
1317,PTK2B_HUMAN,1317
1318,TSKU_HUMAN,1318
1319,GRIN2B_HUMAN,1319
1320,FCGR2B_HUMAN,1320
1321,PTPRK_HUMAN,1321
1322,SLC1A5_HUMAN,1322
1323,COLEC12_HUMAN,1323
1324,SCARA3_HUMAN,1324
1325,RTN4RL2_HUMAN,1325
1326,CLEC7A_HUMAN,1326
1327,GPR35_HUMAN,1327
1328,MRC2_HUMAN,1328
1329,GPR52_HUMAN,1329
1330,RYR1_HUMAN,1330
1331,ZP2_HUMAN,1331
1332,OR2L13_HUMAN,1332
1333,CLEC4M_HUMAN,1333
1334,CUL5_HUMAN,1334
1335,EPHA10_HUMAN,1335
1336,PTPRO_HUMAN,1336
1337,SFRP4_HUMAN,1337
1338,DERL1_HUMAN,1338
1339,CD33_HUMAN,1339
1340,FCN1_HUMAN,1340
1341,KCNJ4_HUMAN,1341
1342,KCNJ2_HUMAN,1342
1343,PKD2_HUMAN,1343
1344,UNC5B_HUMAN,1344
1345,SEC63_HUMAN,1345
1346,OR5H6_HUMAN,1346
1347,OR8D2_HUMAN,1347
1348,OR2T6_HUMAN,1348
1349,AMOT_HUMAN,1349
1350,RRBP1_HUMAN,1350
1351,RYR2_HUMAN,1351
1352,CLCA2_HUMAN,1352
1353,OR3A2_HUMAN,1353
1354,GRIN2A_HUMAN,1354
1355,PRNP_HUMAN,1355
1356,GRIN2D_HUMAN,1356
1357,PGR_HUMAN,1357
1358,FCGR2A_HUMAN,1358
1359,CD46_HUMAN,1359
1360,CUBN_HUMAN,1360
1361,FCGR1A_HUMAN,1361
1362,KCNJ10_HUMAN,1362
1363,TRIM27_HUMAN,1363
1364,CD7_HUMAN,1364
1365,GPR25_HUMAN,1365
1366,GRM8_HUMAN,1366
1367,P2RY10_HUMAN,1367
1368,FFAR1_HUMAN,1368
1369,FFAR3_HUMAN,1369
1370,RAMP3_HUMAN,1370
1371,ADGRL1_HUMAN,1371
1372,KCNJ1_HUMAN,1372
1373,ADGRV1_HUMAN,1373
1374,CDH10_HUMAN,1374
1375,CDH7_HUMAN,1375
1376,PCDH17_HUMAN,1376
1377,PTPRD_HUMAN,1377
1378,GRIN1_HUMAN,1378
1379,LRP10_HUMAN,1379
1380,XPR1_HUMAN,1380
1381,GRIA2_HUMAN,1381
1382,GRIA3_HUMAN,1382
1383,PKD2L1_HUMAN,1383
1384,PTPRA_HUMAN,1384
1385,TRPV4_HUMAN,1385
1386,GRIK1_HUMAN,1386
1387,GRIK2_HUMAN,1387
1388,PTPRR_HUMAN,1388
1389,PTPRG_HUMAN,1389
1390,CD200R1_HUMAN,1390
1391,PVRIG_HUMAN,1391
1392,KLRG1_HUMAN,1392
1393,CD200R1L_HUMAN,1393
1394,TREM2_HUMAN,1394
1395,CNGB1_HUMAN,1395
1396,CNGA4_HUMAN,1396
1397,DLG3_HUMAN,1397
1398,OR51E2_HUMAN,1398
1399,CHRNA9_HUMAN,1399
1400,P2RX6_HUMAN,1400
1401,GRID2_HUMAN,1401
1402,FCGR3A_HUMAN,1402
1403,GABRA1_HUMAN,1403
1404,GABRB1_HUMAN,1404
1405,GABRG2_HUMAN,1405
1406,CD247_HUMAN,1406
1407,GABRB3_HUMAN,1407
1408,GABRA5_HUMAN,1408
1409,GPR183_HUMAN,1409
1410,GABRA3_HUMAN,1410
1411,GABRA2_HUMAN,1411
1412,GABRB2_HUMAN,1412
1413,GABRA4_HUMAN,1413
1414,GABRA6_HUMAN,1414
1415,GABRG3_HUMAN,1415
1416,GABRQ_HUMAN,1416
1417,NECTIN4_HUMAN,1417
1418,PCDHA1_HUMAN,1418
1419,CDH19_HUMAN,1419
1420,CDH17_HUMAN,1420
1421,PCDHA9_HUMAN,1421
1422,PCDHA8_HUMAN,1422
1423,PCDHA5_HUMAN,1423
1424,PCDHA2_HUMAN,1424
1425,PCDHA11_HUMAN,1425
1426,PCDHAC2_HUMAN,1426
1427,ICOS_HUMAN,1427
1428,SIGLEC1_HUMAN,1428
1429,SV2A_HUMAN,1429
